Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),08: 7am (7am-8am),20,1061,1061,0.2,0.2,1,1,3.800,0.143,0.571,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.714,0.000,0.000,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),09: 8am (8am-9am),18,1627,1627,0.5,0.5,1,1,13.703,0.000,0.428,0.286,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.000,0.571,0.286,0.143,0.000,0.000,0.428,0.143,0.000,0.000,0.000,0.429
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),10: 9am (9am-10am),56,1066,1066,0.3,0.3,1,1,2.581,0.208,0.416,0.292,0.042,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0.125,0.042,0.000,0.666,0.167,0.000,0.000,0.042,0.125
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),11: 10am (10am-11am),126,1463,1463,0.5,0.5,1,1,3.865,0.214,0.374,0.214,0.054,0.036,0.000,0.036,0.036,0.000,0.000,0.018,0.018,0.000,0.000,0.000,0.000,0.857,0.054,0.089,0.000,0.000,0.000,0.482,0.357,0.107,0.036,0.018,0.678,0.143,0.054,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),12: 11am (11am-12noon),196,1417,1417,0.4,0.4,1,1,3.663,0.218,0.382,0.184,0.080,0.057,0.023,0.011,0.011,0.000,0.000,0.000,0.023,0.000,0.000,0.011,0.000,0.944,0.011,0.034,0.011,0.000,0.000,0.540,0.356,0.057,0.034,0.011,0.575,0.230,0.069,0.023,0.011,0.092
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),13: 12pm (12noon-1pm),232,1634,1634,0.5,0.5,1,1,4.900,0.210,0.313,0.190,0.067,0.076,0.029,0.038,0.019,0.029,0.010,0.019,0.000,0.000,0.000,0.000,0.000,0.856,0.105,0.029,0.000,0.010,0.000,0.543,0.267,0.105,0.057,0.000,0.580,0.143,0.067,0.029,0.048,0.133
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),14: 1pm (1pm-2pm),183,1187,1187,0.4,0.4,1,1,3.279,0.309,0.347,0.148,0.074,0.037,0.049,0.012,0.000,0.012,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.939,0.037,0.012,0.012,0.000,0.000,0.444,0.358,0.123,0.025,0.037,0.691,0.086,0.062,0.037,0.025,0.099
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),15: 2pm (2pm-3pm),202,1082,1082,0.3,0.3,1,1,3.266,0.298,0.361,0.202,0.096,0.011,0.000,0.021,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.043,0.000,0.000,0.000,0.000,0.585,0.245,0.138,0.021,0.011,0.670,0.160,0.053,0.032,0.011,0.074
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),16: 3pm (3pm-4pm),159,1235,1235,0.3,0.3,1,1,3.528,0.236,0.305,0.250,0.125,0.028,0.028,0.014,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.986,0.000,0.014,0.000,0.000,0.000,0.625,0.250,0.097,0.014,0.014,0.583,0.111,0.097,0.056,0.042,0.111
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),17: 4pm (4pm-5pm),148,1166,1166,0.3,0.3,1,1,4.613,0.232,0.305,0.275,0.101,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.972,0.014,0.014,0.000,0.000,0.000,0.522,0.362,0.043,0.043,0.014,0.437,0.217,0.101,0.072,0.014,0.159
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),18: 5pm (5pm-6pm),123,1238,1238,0.4,0.4,1,1,7.283,0.164,0.327,0.346,0.091,0.036,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.946,0.036,0.000,0.018,0.000,0.000,0.582,0.309,0.073,0.000,0.018,0.472,0.182,0.109,0.055,0.000,0.182
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),19: 6pm (6pm-7pm),83,1108,1108,0.3,0.3,1,1,5.463,0.237,0.368,0.211,0.105,0.053,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.948,0.026,0.026,0.000,0.000,0.000,0.500,0.316,0.158,0.026,0.000,0.448,0.105,0.184,0.026,0.053,0.184
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),20: 7pm (7pm-8pm),64,1423,1423,0.5,0.5,1,1,6.586,0.354,0.226,0.226,0.065,0.032,0.000,0.000,0.032,0.000,0.000,0.065,0.000,0.000,0.000,0.000,0.000,0.903,0.000,0.065,0.032,0.000,0.000,0.452,0.387,0.161,0.000,0.000,0.548,0.129,0.065,0.032,0.065,0.161
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),21: 8pm (8pm-9pm),42,1154,1154,0.4,0.4,1,1,9.486,0.227,0.227,0.365,0.136,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.182,0.227,0.045,0.045,0.273,0.182,0.045,0.091,0.136,0.273
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),22: 9pm (9pm-10pm),19,679,679,0.2,0.2,2,2,11.131,0.500,0.400,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.200,0.300,0.000,0.100,0.300,0.100,0.000,0.200,0.100,0.300
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),23: 10pm (10pm-11pm),2,611,611,0.2,0.2,1,1,4.109,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),24: 11pm (11pm-12am),6,433,433,0.2,0.2,2,2,10.633,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.334,0.000,0.000,0.000,0.333,0.333
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),00: All Day (12am-12am),2139,1162,1162,0.3,0.3,1,1,4.557,0.259,0.317,0.281,0.072,0.036,0.014,0.000,0.007,0.007,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.950,0.029,0.014,0.007,0.000,0.000,0.576,0.245,0.108,0.036,0.022,0.568,0.137,0.072,0.036,0.036,0.151
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),05: 4am (4am-5am),11,95,95,0.1,0.1,2,2,0.993,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),06: 5am (5am-6am),171,350,350,0.3,0.3,3,3,2.081,0.800,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.100,0.000,0.000,0.000,0.000,0.000,0.400,0.200,0.200,0.100,0.800,0.100,0.000,0.000,0.000,0.100
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),07: 6am (6am-7am),120,680,680,0.2,0.2,1,1,2.939,0.428,0.429,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.286,0.571,0.143,0.000,0.000,0.571,0.000,0.000,0.000,0.429,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),08: 7am (7am-8am),20,1844,1844,0.1,0.1,0,0,1.316,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),09: 8am (8am-9am),40,1274,1274,0.3,0.3,1,1,25.018,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),10: 9am (9am-10am),20,1294,1294,0.2,0.2,1,1,7.668,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),11: 10am (10am-11am),121,1571,1571,0.4,0.4,1,1,3.018,0.250,0.000,0.625,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.000,0.125,0.000,0.000,0.000,0.500,0.375,0.125,0.000,0.000,0.875,0.000,0.000,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),12: 11am (11am-12noon),265,1827,1827,0.5,0.5,1,1,3.054,0.118,0.235,0.235,0.176,0.118,0.059,0.000,0.000,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.941,0.000,0.000,0.059,0.000,0.000,0.765,0.235,0.000,0.000,0.000,0.589,0.176,0.000,0.059,0.000,0.176
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),13: 12pm (12noon-1pm),303,1322,1322,0.5,0.5,2,2,5.578,0.250,0.300,0.300,0.050,0.050,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.850,0.150,0.000,0.000,0.000,0.000,0.550,0.250,0.050,0.100,0.000,0.400,0.250,0.100,0.050,0.050,0.150
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),14: 1pm (1pm-2pm),124,788,788,0.2,0.2,1,1,4.821,0.222,0.667,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.444,0.333,0.222,0.000,0.000,0.667,0.000,0.111,0.000,0.000,0.222
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),15: 2pm (2pm-3pm),273,1045,1045,0.2,0.2,1,1,5.342,0.235,0.412,0.235,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.765,0.118,0.000,0.059,0.059,0.648,0.176,0.000,0.000,0.000,0.176
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),16: 3pm (3pm-4pm),216,1217,1217,0.2,0.2,1,1,2.189,0.214,0.286,0.358,0.071,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.786,0.143,0.000,0.000,0.071,0.643,0.143,0.071,0.143,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),17: 4pm (4pm-5pm),96,1550,1550,0.4,0.4,1,1,2.752,0.000,0.333,0.500,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.666,0.167,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),18: 5pm (5pm-6pm),102,1268,1268,0.3,0.3,1,1,2.362,0.000,0.428,0.429,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.857,0.000,0.143,0.000,0.000,0.286,0.428,0.286,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),19: 6pm (6pm-7pm),129,1143,1143,0.4,0.4,1,1,8.571,0.222,0.334,0.222,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.000,0.111,0.000,0.000,0.000,0.556,0.222,0.222,0.000,0.000,0.445,0.000,0.333,0.000,0.000,0.222
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),20: 7pm (7pm-8pm),30,666,666,0.2,0.2,1,1,4.308,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),21: 8pm (8pm-9pm),54,895,895,0.3,0.3,1,1,5.761,0.200,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.400,0.000,0.000,0.400,0.000,0.200,0.200,0.000,0.200
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,1: Monday (M-M),24: 11pm (11pm-12am),45,433,433,0.2,0.2,2,2,10.633,0.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.334,0.000,0.000,0.000,0.333,0.333
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),1711,1262,1262,0.4,0.4,1,1,4.104,0.250,0.389,0.167,0.065,0.037,0.037,0.028,0.009,0.000,0.000,0.009,0.009,0.000,0.000,0.000,0.000,0.935,0.037,0.019,0.009,0.000,0.000,0.472,0.287,0.157,0.046,0.019,0.592,0.167,0.037,0.046,0.028,0.130
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),73,536,536,0.1,0.1,2,2,6.150,0.500,0.333,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.833,0.000,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),136,1031,1031,0.3,0.3,2,2,4.009,0.625,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.125,0.250,0.000,0.500,0.000,0.125,0.000,0.125,0.250
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),21,318,318,0.2,0.2,2,2,1.076,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),40,648,648,0.1,0.1,1,1,1.277,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),35,826,826,0.3,0.3,1,1,6.666,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),80,2064,2064,0.7,0.7,2,2,7.440,0.400,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000,0.200,0.600,0.200,0.000,0.000,0.400,0.400,0.000,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),171,1069,1069,0.3,0.3,1,1,1.701,0.273,0.454,0.091,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.364,0.455,0.182,0.000,0.000,0.727,0.273,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),309,1210,1210,0.4,0.4,2,2,2.550,0.158,0.578,0.105,0.053,0.000,0.053,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,0.053,0.000,0.000,0.000,0.000,0.474,0.158,0.211,0.105,0.000,0.525,0.211,0.053,0.053,0.105,0.053
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),152,1258,1258,0.4,0.4,2,2,1.888,0.222,0.445,0.111,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.111,0.000,0.000,0.000,0.000,0.333,0.444,0.000,0.000,0.222,0.778,0.111,0.111,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),208,1536,1536,0.4,0.4,1,1,4.407,0.231,0.154,0.384,0.077,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.923,0.077,0.000,0.000,0.000,0.000,0.692,0.308,0.000,0.000,0.000,0.692,0.077,0.000,0.077,0.000,0.154
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),71,859,859,0.2,0.2,1,1,1.938,0.400,0.200,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.200,0.200,0.000,0.000,0.600,0.200,0.200,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),177,840,840,0.3,0.3,1,1,2.762,0.250,0.584,0.083,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.583,0.167,0.167,0.083,0.000,0.667,0.167,0.000,0.083,0.000,0.083
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),50,2344,2344,0.9,0.9,1,1,15.566,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.667
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),71,1378,1378,0.3,0.3,1,1,12.055,0.000,0.500,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.250,0.250,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),65,3484,3484,1.6,1.6,2,2,7.412,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.250,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.500,0.000,0.000,0.250,0.000,0.250
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),41,1241,1241,0.3,0.3,1,1,2.370,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,2: Tuesday (Tu-Tu),23: 10pm (10pm-11pm),11,611,611,0.2,0.2,1,1,4.109,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),00: All Day (12am-12am),1641,1258,1258,0.4,0.4,2,2,5.566,0.303,0.330,0.156,0.083,0.055,0.000,0.028,0.009,0.018,0.009,0.009,0.000,0.000,0.000,0.000,0.000,0.926,0.037,0.037,0.000,0.000,0.000,0.404,0.303,0.183,0.101,0.009,0.587,0.092,0.046,0.028,0.073,0.174
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),04: 3am (3am-4am),11,270,270,0.3,0.3,4,4,44.384,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),05: 4am (4am-5am),67,984,984,0.6,0.6,2,2,1.275,0.600,0.200,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000,0.200,0.000,0.400,0.400,0.000,1.000,0.000,0.000,0.000,0.000,0.000
